seq_id,min_ipsae,max_ipsae
peleke-phi-4_IL-7Ra_17,0.154423,0.182676
peleke-phi-4_IL-7Ra_18,0.607577,0.607577
peleke-phi-4_IL-7Ra_19,0.733296,0.733296
peleke-phi-4_IL-7Ra_20,0.027175,0.116165
peleke-phi-4_IL-7Ra_21,0.178603,0.178603
peleke-phi-4_IL-7Ra_22,0.502902,0.502902
peleke-phi-4_IL-7Ra_23,0.801433,0.801433
peleke-phi-4_IL-7Ra_24,0.852145,0.852145
peleke-phi-4_IL-7Ra_25,0.143931,0.144221
peleke-phi-4_IL-7Ra_26,0.420012,0.420012
peleke-phi-4_IL-7Ra_27,0.530628,0.530628
peleke-phi-4_IL-7Ra_28,0.005679,0.096535
peleke-phi-4_IL-7Ra_29,0.650412,0.650412
peleke-phi-4_IL-7Ra_30,0.116391,0.118853
peleke-phi-4_IL-7Ra_31,0.075603,0.124632
peleke-phi-4_IL-7Ra_32,0.855015,0.855015
peleke-phi-4_IL-7Ra_33,0.480252,0.480252
peleke-phi-4_IL-7Ra_34,0.411898,0.411898
peleke-phi-4_IL-7Ra_35,0.0,0.00567
peleke-phi-4_IL-7Ra_36,0.0,0.005251
peleke-phi-4_IL-7Ra_37,0.526152,0.526152
peleke-phi-4_IL-7Ra_38,0.475765,0.475765
peleke-phi-4_IL-7Ra_39,0.590174,0.590174
peleke-phi-4_IL-7Ra_40,0.336828,0.341723
peleke-phi-4_IL-7Ra_41,0.671386,0.671386
peleke-phi-4_IL-7Ra_42,0.006423,0.057126
peleke-phi-4_IL-7Ra_43,0.421771,0.421771
peleke-phi-4_IL-7Ra_44,0.0,0.01749
peleke-phi-4_IL-7Ra_45,0.841324,0.841324
peleke-phi-4_IL-7Ra_46,0.005338,0.088178
peleke-phi-4_IL-7Ra_47,0.67522,0.67522
peleke-phi-4_IL-7Ra_48,0.672746,0.672746
peleke-phi-4_IL-7Ra_49,0.006325,0.039995
peleke-phi-4_IL-7Ra_50,0.0,0.025636
peleke-phi-4_MBP_01,0.196708,0.315702
peleke-phi-4_MBP_02,0.005387,0.005387
peleke-phi-4_MBP_03,0.0,0.0
peleke-phi-4_MBP_04,0.228398,0.376308
peleke-phi-4_MBP_05,0.063894,0.112219
peleke-phi-4_MBP_06,0.005119,0.072668
peleke-phi-4_MBP_07,0.005341,0.005341
peleke-phi-4_MBP_08,0.0,0.0
peleke-phi-4_MBP_09,0.0,0.0
peleke-phi-4_MBP_10,0.0,0.005569
peleke-phi-4_MBP_11,0.0,0.0
peleke-phi-4_MBP_12,0.0,0.0
peleke-phi-4_MBP_13,0.006869,0.006869
peleke-phi-4_MBP_14,0.0,0.005528
peleke-phi-4_MBP_15,0.012432,0.043602
peleke-phi-4_MBP_16,0.0,0.0
peleke-phi-4_MBP_17,0.005966,0.027044
peleke-phi-4_MBP_18,0.005344,0.005344
peleke-phi-4_MBP_19,0.005354,0.005354
peleke-phi-4_MBP_20,0.0,0.0
peleke-phi-4_MBP_21,0.005893,0.005893
peleke-phi-4_MBP_22,0.010447,0.010447
peleke-phi-4_MBP_23,0.0,0.0
peleke-phi-4_MBP_24,0.0,0.005232
peleke-phi-4_MBP_25,0.00926,0.00926
peleke-phi-4_MBP_26,0.012235,0.012235
peleke-phi-4_MBP_27,0.006007,0.006007
peleke-phi-4_MBP_28,0.0,0.0
peleke-phi-4_MBP_29,0.0,0.005497
peleke-phi-4_MBP_30,0.005721,0.005721
peleke-phi-4_MBP_31,0.008508,0.008508
peleke-phi-4_MBP_32,0.0,0.0
peleke-phi-4_MBP_33,0.004939,0.004939
peleke-phi-4_MBP_34,0.0,0.00706
peleke-phi-4_MBP_35,0.0,0.0
peleke-phi-4_MBP_36,0.0,0.0
peleke-phi-4_MBP_37,0.008126,0.041212
peleke-phi-4_MBP_38,0.0,0.00522
peleke-phi-4_MBP_39,0.010302,0.012008
peleke-phi-4_MBP_40,0.007852,0.007852
peleke-phi-4_MBP_41,0.365011,0.508427
peleke-phi-4_MBP_42,0.0,0.0
peleke-phi-4_MBP_43,0.005306,0.005306
peleke-phi-4_MBP_44,0.042089,0.042089
peleke-phi-4_MBP_45,0.206815,0.230246
peleke-phi-4_MBP_46,0.314311,0.422457
peleke-phi-4_MBP_47,0.0,0.018577
peleke-phi-4_MBP_48,0.104063,0.127133
peleke-phi-4_MBP_49,0.022255,0.225709
peleke-phi-4_MBP_50,0.184751,0.229251
peleke-phi-4_PD-L1_01,0.034328,0.044729
peleke-phi-4_PD-L1_02,0.829859,0.829859
peleke-phi-4_PD-L1_03,0.705914,0.705914
peleke-phi-4_PD-L1_04,0.387793,0.387793
peleke-phi-4_PD-L1_05,0.553234,0.553234
peleke-phi-4_PD-L1_06,0.42371,0.42371
peleke-phi-4_PD-L1_07,0.398862,0.398862
peleke-phi-4_PD-L1_08,0.020577,0.051689
peleke-phi-4_PD-L1_09,0.738012,0.738012
peleke-phi-4_PD-L1_10,0.853682,0.853682
peleke-phi-4_PD-L1_11,0.385654,0.385654
peleke-phi-4_PD-L1_12,0.395952,0.395952
peleke-phi-4_PD-L1_13,0.347408,0.347408
peleke-phi-4_PD-L1_14,0.459613,0.459613
peleke-phi-4_PD-L1_15,0.612956,0.612956
peleke-phi-4_PD-L1_16,0.00519,0.005305
peleke-phi-4_PD-L1_17,0.392239,0.392239
peleke-phi-4_PD-L1_18,0.327205,0.327205
peleke-phi-4_PD-L1_19,0.572973,0.572973
peleke-phi-4_PD-L1_20,0.728709,0.728709
peleke-phi-4_PD-L1_21,0.0,0.0
peleke-phi-4_PD-L1_22,0.064989,0.064989
peleke-phi-4_PD-L1_23,0.004831,0.005617
peleke-phi-4_PD-L1_24,0.362844,0.362844
peleke-phi-4_PD-L1_25,0.705726,0.705726
peleke-phi-4_PD-L1_26,0.242835,0.242835
peleke-phi-4_PD-L1_27,0.326128,0.326128
peleke-phi-4_PD-L1_28,0.069535,0.069535
peleke-phi-4_PD-L1_29,0.743322,0.743322
peleke-phi-4_PD-L1_30,0.244589,0.244589
peleke-phi-4_PD-L1_31,0.536031,0.536031
peleke-phi-4_PD-L1_32,0.069234,0.069234
peleke-phi-4_PD-L1_33,0.462467,0.462467
peleke-phi-4_PD-L1_34,0.084156,0.084156
peleke-phi-4_PD-L1_35,0.694085,0.694085
peleke-phi-4_PD-L1_36,0.833081,0.833081
peleke-phi-4_PD-L1_37,0.018617,0.046042
peleke-phi-4_PD-L1_38,0.0,0.0
peleke-phi-4_PD-L1_39,0.242369,0.289617
peleke-phi-4_PD-L1_40,0.710931,0.710931
peleke-phi-4_PD-L1_41,0.11845,0.11845
peleke-phi-4_PD-L1_42,0.0,0.0
peleke-phi-4_PD-L1_43,0.446608,0.446608
peleke-phi-4_PD-L1_44,0.281919,0.281919
peleke-phi-4_PD-L1_45,0.576634,0.576634
peleke-phi-4_PD-L1_46,0.723054,0.723054
peleke-phi-4_PD-L1_47,0.0,0.0
peleke-phi-4_PD-L1_48,0.0,0.005249
peleke-phi-4_PD-L1_49,0.256571,0.256571
peleke-phi-4_PD-L1_50,0.418645,0.418645
peleke-phi-4_BBF-14_01,0.162096,0.162096
peleke-phi-4_BBF-14_02,0.303558,0.306484
peleke-phi-4_BBF-14_03,0.006635,0.018524
peleke-phi-4_BBF-14_04,0.03551,0.077199
peleke-phi-4_BBF-14_05,0.061769,0.110143
peleke-phi-4_BBF-14_06,0.406687,0.406687
peleke-phi-4_BBF-14_07,0.00681,0.037372
peleke-phi-4_BBF-14_08,0.038867,0.074417
peleke-phi-4_BBF-14_09,0.706877,0.706877
peleke-phi-4_BBF-14_10,0.756848,0.756848
peleke-phi-4_BBF-14_11,0.005026,0.047233
peleke-phi-4_BBF-14_12,0.005529,0.018827
peleke-phi-4_BBF-14_13,0.168423,0.168423
peleke-phi-4_BBF-14_14,0.094168,0.16134
peleke-phi-4_BBF-14_15,0.437996,0.437996
peleke-phi-4_BBF-14_16,0.141096,0.141096
peleke-phi-4_BBF-14_17,0.0,0.021417
peleke-phi-4_BBF-14_18,0.713178,0.713178
peleke-phi-4_BBF-14_19,0.464083,0.464083
peleke-phi-4_BBF-14_20,0.058851,0.118442
peleke-phi-4_BBF-14_21,0.155149,0.155149
peleke-phi-4_BBF-14_22,0.801323,0.801323
peleke-phi-4_BBF-14_23,0.353456,0.353456
peleke-phi-4_BBF-14_24,0.803353,0.803353
peleke-phi-4_BBF-14_25,0.065105,0.0987
peleke-phi-4_BBF-14_26,0.049985,0.123634
peleke-phi-4_BBF-14_27,0.248089,0.248089
peleke-phi-4_BBF-14_28,0.552859,0.552859
peleke-phi-4_BBF-14_29,0.473834,0.473834
peleke-phi-4_BBF-14_30,0.0,0.047951
peleke-phi-4_BBF-14_31,0.056409,0.113416
peleke-phi-4_BBF-14_32,0.005628,0.01164
peleke-phi-4_BBF-14_33,0.426844,0.426844
peleke-phi-4_BBF-14_34,0.300589,0.300589
peleke-phi-4_BBF-14_35,0.069647,0.094064
peleke-phi-4_BBF-14_36,0.029061,0.067061
peleke-phi-4_BBF-14_37,0.122838,0.122838
peleke-phi-4_BBF-14_38,0.006889,0.055058
peleke-phi-4_BBF-14_39,0.330293,0.330293
peleke-phi-4_BBF-14_40,0.201175,0.201175
peleke-phi-4_BBF-14_41,0.304099,0.304099
peleke-phi-4_BBF-14_42,0.556418,0.556418
peleke-phi-4_BBF-14_43,0.76991,0.76991
peleke-phi-4_BBF-14_44,0.005323,0.032687
peleke-phi-4_BBF-14_45,0.0,0.053648
peleke-phi-4_BBF-14_46,0.02576,0.092991
peleke-phi-4_BBF-14_47,0.051026,0.112256
peleke-phi-4_BBF-14_48,0.0,0.00561
peleke-phi-4_BBF-14_49,0.782871,0.782871
peleke-phi-4_BBF-14_50,0.232476,0.232476
peleke-phi-4_PD-1_01,0.0,0.005181
peleke-phi-4_PD-1_02,0.552413,0.552413
peleke-phi-4_PD-1_03,0.17408,0.17408
peleke-phi-4_PD-1_04,0.715083,0.715083
peleke-phi-4_PD-1_05,0.189264,0.189264
peleke-phi-4_PD-1_06,0.005361,0.054032
peleke-phi-4_PD-1_07,0.005287,0.011171
peleke-phi-4_PD-1_08,0.243593,0.243593
peleke-phi-4_PD-1_09,0.012838,0.012838
peleke-phi-4_PD-1_10,0.245029,0.245029
peleke-phi-4_PD-1_11,0.005532,0.073376
peleke-phi-4_PD-1_12,0.005321,0.051727
peleke-phi-4_PD-1_13,0.283193,0.283193
peleke-phi-4_PD-1_14,0.005238,0.020661
peleke-phi-4_PD-1_15,0.52043,0.52043
peleke-phi-4_PD-1_16,0.207991,0.207991
peleke-phi-4_PD-1_17,0.176128,0.176128
peleke-phi-4_PD-1_18,0.005682,0.042636
peleke-phi-4_PD-1_19,0.746569,0.746569
peleke-phi-4_PD-1_20,0.155983,0.155983
peleke-phi-4_PD-1_21,0.284019,0.284019
peleke-phi-4_PD-1_22,0.176394,0.176394
peleke-phi-4_PD-1_23,0.558899,0.558899
peleke-phi-4_PD-1_24,0.0,0.013286
peleke-phi-4_PD-1_25,0.238158,0.238158
peleke-phi-4_PD-1_26,0.622875,0.622875
peleke-phi-4_PD-1_27,0.35551,0.35551
peleke-phi-4_PD-1_28,0.363598,0.363598
peleke-phi-4_PD-1_29,0.287865,0.287865
peleke-phi-4_PD-1_30,0.344252,0.344252
peleke-phi-4_PD-1_31,0.312784,0.312784
peleke-phi-4_PD-1_32,0.288504,0.288504
peleke-phi-4_PD-1_33,0.313058,0.313058
peleke-phi-4_PD-1_34,0.0,0.026375
peleke-phi-4_PD-1_35,0.737198,0.737198
peleke-phi-4_PD-1_36,0.209852,0.209852
peleke-phi-4_PD-1_37,0.586431,0.586431
peleke-phi-4_PD-1_38,0.0622,0.093246
peleke-phi-4_PD-1_39,0.779847,0.779847
peleke-phi-4_PD-1_40,0.0,0.014313
peleke-phi-4_PD-1_41,0.289786,0.289786
peleke-phi-4_PD-1_42,0.0,0.005982
peleke-phi-4_PD-1_43,0.005685,0.051718
peleke-phi-4_PD-1_44,0.687312,0.687312
peleke-phi-4_PD-1_45,0.581691,0.581691
peleke-phi-4_PD-1_46,0.084538,0.107437
peleke-phi-4_PD-1_47,0.835006,0.835006
peleke-phi-4_PD-1_48,0.459297,0.459297
peleke-phi-4_PD-1_49,0.785213,0.785213
peleke-phi-4_PD-1_50,0.678374,0.678374
peleke-llama-3.1-8b-instruct_BHRF1_01,0.296221,0.296221
peleke-llama-3.1-8b-instruct_BHRF1_02,0.0,0.032038
peleke-llama-3.1-8b-instruct_BHRF1_03,0.023766,0.088544
peleke-llama-3.1-8b-instruct_BHRF1_04,0.18468,0.226856
peleke-llama-3.1-8b-instruct_BHRF1_05,0.0,0.047895
peleke-llama-3.1-8b-instruct_BHRF1_06,0.463914,0.463914
peleke-llama-3.1-8b-instruct_BHRF1_07,0.0,0.067548
peleke-llama-3.1-8b-instruct_BHRF1_08,0.543836,0.543836
peleke-llama-3.1-8b-instruct_BHRF1_09,0.506019,0.557534
peleke-llama-3.1-8b-instruct_BHRF1_10,0.173328,0.187812
peleke-llama-3.1-8b-instruct_BHRF1_11,0.551022,0.551022
peleke-llama-3.1-8b-instruct_BHRF1_12,0.257675,0.260543
peleke-llama-3.1-8b-instruct_BHRF1_13,0.485318,0.563553
peleke-llama-3.1-8b-instruct_BHRF1_14,0.350428,0.433103
peleke-llama-3.1-8b-instruct_BHRF1_15,0.005782,0.013086
peleke-llama-3.1-8b-instruct_BHRF1_16,0.0,0.036793
peleke-llama-3.1-8b-instruct_BHRF1_17,0.005968,0.093008
peleke-llama-3.1-8b-instruct_BHRF1_18,0.513615,0.513615
peleke-llama-3.1-8b-instruct_BHRF1_19,0.005588,0.106876
peleke-llama-3.1-8b-instruct_BHRF1_20,0.195326,0.223853
peleke-llama-3.1-8b-instruct_BHRF1_21,0.153117,0.179435
peleke-llama-3.1-8b-instruct_BHRF1_22,0.7403,0.7403
peleke-llama-3.1-8b-instruct_BHRF1_23,0.00572,0.097156
peleke-llama-3.1-8b-instruct_BHRF1_24,0.0,0.034546
peleke-llama-3.1-8b-instruct_BHRF1_25,0.819512,0.819512
peleke-llama-3.1-8b-instruct_BHRF1_26,0.005394,0.049421
peleke-llama-3.1-8b-instruct_BHRF1_27,0.005358,0.125
peleke-llama-3.1-8b-instruct_BHRF1_28,0.167183,0.208511
peleke-llama-3.1-8b-instruct_BHRF1_29,0.446073,0.471053
peleke-llama-3.1-8b-instruct_BHRF1_30,0.251605,0.273625
peleke-llama-3.1-8b-instruct_BHRF1_31,0.554255,0.554255
peleke-llama-3.1-8b-instruct_BHRF1_32,0.483493,0.515846
peleke-llama-3.1-8b-instruct_BHRF1_33,0.324377,0.324957
peleke-llama-3.1-8b-instruct_BHRF1_34,0.504554,0.513572
peleke-llama-3.1-8b-instruct_BHRF1_35,0.005579,0.093604
peleke-llama-3.1-8b-instruct_BHRF1_36,0.0,0.006712
peleke-llama-3.1-8b-instruct_BHRF1_37,0.0,0.006026
peleke-llama-3.1-8b-instruct_BHRF1_38,0.109844,0.138659
peleke-llama-3.1-8b-instruct_BHRF1_39,0.00642,0.010222
peleke-llama-3.1-8b-instruct_BHRF1_40,0.192263,0.252537
peleke-llama-3.1-8b-instruct_BHRF1_41,0.704531,0.704531
peleke-llama-3.1-8b-instruct_BHRF1_42,0.0,0.022364
peleke-llama-3.1-8b-instruct_BHRF1_43,0.0,0.006971
peleke-llama-3.1-8b-instruct_BHRF1_44,0.579081,0.579081
peleke-llama-3.1-8b-instruct_BHRF1_45,0.401538,0.401538
peleke-llama-3.1-8b-instruct_BHRF1_46,0.0,0.005837
peleke-llama-3.1-8b-instruct_BHRF1_47,0.049217,0.148762
peleke-llama-3.1-8b-instruct_BHRF1_48,0.290362,0.311765
peleke-llama-3.1-8b-instruct_BHRF1_49,0.166255,0.206738
peleke-llama-3.1-8b-instruct_BHRF1_50,0.005228,0.113866
peleke-llama-3.1-8b-instruct_EGFR_01,0.0,0.0
peleke-llama-3.1-8b-instruct_EGFR_02,0.098121,0.185665
peleke-llama-3.1-8b-instruct_EGFR_03,0.0,0.0
peleke-llama-3.1-8b-instruct_EGFR_04,0.0,0.0
peleke-llama-3.1-8b-instruct_EGFR_05,0.0,0.035212
peleke-llama-3.1-8b-instruct_EGFR_06,0.142929,0.206942
peleke-llama-3.1-8b-instruct_EGFR_07,0.0,0.0
peleke-llama-3.1-8b-instruct_EGFR_08,0.0,0.0
peleke-llama-3.1-8b-instruct_EGFR_09,0.219044,0.281612
peleke-llama-3.1-8b-instruct_EGFR_10,0.084754,0.187897
peleke-llama-3.1-8b-instruct_EGFR_11,0.14405,0.204456
peleke-llama-3.1-8b-instruct_EGFR_12,0.0,0.0
peleke-llama-3.1-8b-instruct_EGFR_13,0.0,0.0
peleke-llama-3.1-8b-instruct_EGFR_14,0.0,0.0
peleke-llama-3.1-8b-instruct_EGFR_15,0.0,0.0
peleke-llama-3.1-8b-instruct_EGFR_16,0.0,0.0
peleke-llama-3.1-8b-instruct_EGFR_17,0.0,0.0
peleke-llama-3.1-8b-instruct_EGFR_18,0.0,0.0
peleke-llama-3.1-8b-instruct_EGFR_19,0.0,0.0
peleke-llama-3.1-8b-instruct_EGFR_20,0.0,0.0
peleke-llama-3.1-8b-instruct_EGFR_21,0.0,0.0
peleke-llama-3.1-8b-instruct_EGFR_22,0.0,0.004947
peleke-llama-3.1-8b-instruct_EGFR_23,0.247866,0.382848
peleke-llama-3.1-8b-instruct_EGFR_24,0.0,0.0
peleke-llama-3.1-8b-instruct_EGFR_25,0.0,0.0
peleke-llama-3.1-8b-instruct_EGFR_26,0.0,0.0
peleke-llama-3.1-8b-instruct_EGFR_27,0.0,0.0
peleke-llama-3.1-8b-instruct_EGFR_28,0.0,0.0
peleke-llama-3.1-8b-instruct_EGFR_29,0.16569,0.219761
peleke-llama-3.1-8b-instruct_EGFR_30,0.0,0.0
peleke-llama-3.1-8b-instruct_EGFR_31,0.0,0.0
peleke-llama-3.1-8b-instruct_EGFR_32,0.0,0.0
peleke-llama-3.1-8b-instruct_EGFR_33,0.0,0.0
peleke-llama-3.1-8b-instruct_EGFR_34,0.0,0.005033
peleke-llama-3.1-8b-instruct_EGFR_35,0.217498,0.247283
peleke-llama-3.1-8b-instruct_EGFR_36,0.278079,0.402903
peleke-llama-3.1-8b-instruct_EGFR_37,0.0,0.0
peleke-llama-3.1-8b-instruct_EGFR_38,0.09872,0.141647
peleke-llama-3.1-8b-instruct_EGFR_39,0.0,0.0
peleke-llama-3.1-8b-instruct_EGFR_40,0.0,0.0
peleke-llama-3.1-8b-instruct_EGFR_41,0.0,0.005355
peleke-llama-3.1-8b-instruct_EGFR_42,0.005066,0.005297
peleke-llama-3.1-8b-instruct_EGFR_43,0.023942,0.049466
peleke-llama-3.1-8b-instruct_EGFR_44,0.0,0.0
peleke-llama-3.1-8b-instruct_EGFR_45,0.0,0.0
peleke-llama-3.1-8b-instruct_EGFR_46,0.0,0.0
peleke-llama-3.1-8b-instruct_EGFR_47,0.0,0.0
peleke-llama-3.1-8b-instruct_EGFR_48,0.0,0.007258
peleke-llama-3.1-8b-instruct_EGFR_49,0.035709,0.163
peleke-llama-3.1-8b-instruct_EGFR_50,0.0,0.00536
peleke-llama-3.1-8b-instruct_IL-7Ra_01,0.124309,0.16188
peleke-llama-3.1-8b-instruct_IL-7Ra_02,0.32913,0.32913
peleke-llama-3.1-8b-instruct_IL-7Ra_03,0.338486,0.338486
peleke-llama-3.1-8b-instruct_IL-7Ra_04,0.005361,0.043831
peleke-llama-3.1-8b-instruct_IL-7Ra_05,0.497639,0.497639
peleke-llama-3.1-8b-instruct_IL-7Ra_06,0.226545,0.232538
peleke-llama-3.1-8b-instruct_IL-7Ra_07,0.54488,0.552214
peleke-llama-3.1-8b-instruct_IL-7Ra_08,0.227195,0.259617
peleke-llama-3.1-8b-instruct_IL-7Ra_09,0.599453,0.599453
peleke-llama-3.1-8b-instruct_IL-7Ra_10,0.0,0.033161
peleke-llama-3.1-8b-instruct_IL-7Ra_11,0.428314,0.461106
peleke-llama-3.1-8b-instruct_IL-7Ra_12,0.5411,0.5411
peleke-llama-3.1-8b-instruct_IL-7Ra_13,0.621003,0.621003
peleke-llama-3.1-8b-instruct_IL-7Ra_14,0.601693,0.601693
peleke-llama-3.1-8b-instruct_IL-7Ra_15,0.643284,0.643284
peleke-llama-3.1-8b-instruct_IL-7Ra_16,0.0,0.00491
peleke-llama-3.1-8b-instruct_IL-7Ra_17,0.53928,0.53928
peleke-llama-3.1-8b-instruct_IL-7Ra_18,0.019034,0.110595
peleke-llama-3.1-8b-instruct_IL-7Ra_19,0.060649,0.118031
peleke-llama-3.1-8b-instruct_IL-7Ra_20,0.418777,0.418777
peleke-llama-3.1-8b-instruct_IL-7Ra_21,0.410275,0.410275
peleke-llama-3.1-8b-instruct_IL-7Ra_22,0.61574,0.61574
peleke-llama-3.1-8b-instruct_IL-7Ra_23,0.843235,0.843235
peleke-llama-3.1-8b-instruct_IL-7Ra_24,0.681872,0.681872
peleke-llama-3.1-8b-instruct_IL-7Ra_25,0.63016,0.63016
peleke-llama-3.1-8b-instruct_IL-7Ra_26,0.272719,0.272719
peleke-llama-3.1-8b-instruct_IL-7Ra_27,0.346938,0.346938
peleke-llama-3.1-8b-instruct_IL-7Ra_28,0.598941,0.598941
peleke-llama-3.1-8b-instruct_IL-7Ra_29,0.294613,0.294613
peleke-llama-3.1-8b-instruct_IL-7Ra_30,0.006066,0.069644
peleke-llama-3.1-8b-instruct_IL-7Ra_31,0.8767,0.8767
peleke-llama-3.1-8b-instruct_IL-7Ra_32,0.476589,0.476589
peleke-llama-3.1-8b-instruct_IL-7Ra_33,0.344698,0.344698
peleke-llama-3.1-8b-instruct_IL-7Ra_34,0.800119,0.800119
